,0,1
22316,很糟糕的體驗。來美國這麼久沒有聽說過哪個男髮會收到,1
22317,美元的！他說只有他剪頭髮收,1
22318,美元，其他的理髮師只收,1
22319,美元，既然這樣為什麼在剪完之後才跟我講？為什麼不在剪之前講？而且還把我的頭髮剪壞了！我要的是長髮，被剪成禿子！理髮師真的好厲害，賺錢真容易！,1
22320,我觉得这家广东餐厅很好啊,1
22321,不知道为什么有人打这么低的分,1
22322,在赌场吃一点很舒服的中国食物,1
22323,价格也很便宜,1
22324,(割包),1
22325,真係幾好食，同台灣朋友黎都話幾正宗，老闆都係台灣人，佢地勁講台語,1
22326,.-_-.,1
22327,..'...,1
22328,!#*&,1
22329,.:],1
22330,!!!!!!!!!!!!!!!!(,1
22331,"**********,",1
22332,"""!?!).",1
22333,???!?!?!).,1
22334,とても素敵なローカルのレストランです。,1
22335,落ち着いた雰囲気でリーズナブルでありながらも、とても美味しい食事を楽しませてくれます。この通り沿いにはオシャレな雰囲気のレストランが並んでおりますが、その中でもここは特に女性に喜ばれる印象があります。少人数でも大人数でも対応できるのも良いですね^,1
22336,最爱大盘鸡,1
22337,糖醋小排和凉皮,1
22338,豆浆也每次必点,1
22339,个人认为是坦佩性价比最高的中国菜,1
22340,狂宰大陆游客，我们在门口买了优惠本子，然后先进的,1
22341,，买了,1
22342,件商品一个黑人营业员给你混了,1
22343,件商品在里面，结账时候莫名其妙变,1
22344,件商品，之后退了，再然后去了,1
22345,买完折扣给,1
22346,%出门本子忘拿了店员把本子藏起来了，回去问它们不承认拿过，我说要去查探头后来终于有人跑过来拿本子拿出来还给我们了，之后又去了一家叫,1
22347,这家店更恐怖，还没把优惠本拿出来就把单子拿过去敲章写着不能退货。。。这个,1
22348,实在太吓人了以后大家还是小心别上当被坑！,1
22349,之前同我成班,1
22350,你過之後我對依間嘅印象唔錯，所以當我室友話想食啲好似香港嘅,1
22351,嘅嘢之後我就即刻帶咗佢嚟,1
22352,。我同上次一樣都係叫咗,1
22353,，而佢就跟咗我一樣都係點咗依個（佢都好鍾意食牛肉）。我覺得今次比上次更加好食（可能係因為我哋得兩個人唔駛等晒全台人先開飯，所以熱食啲嘢更加好食。）另外因為價錢真係好大眾化所以我諗我以後都應該會幾常黎。,1
22354,カナダのトロント周辺で多数見かけるチェーンのウエスタンスタイルのカントリーレストランです。コンセプトがモンタナなので、お店はログハウス、店内もウッディ、スタッフはカウボーイ風、音楽はカントリーです。,1
22355,ファミレスと言うには高めの値段設定で、バーガーで,1
22356,ドルです。売りが,1
22357,、スペアリブ、でステーキ、サラダ、メキシカンなどが揃って居ます。,1
22358,フードはボリュームがあり、食べ応え充分。お味も,1
22359,ハンバーガーですが、パテがなんと、日本の粗挽きハンパーグそのもの、ジューシーで厚めで北米で初めてこんパテに出会いました。,1
22360,ドリンクがジャムの瓶に入って居るのが田舎の雰囲気を出しています。,1
22361,この地区に来られたら一度お試し下さい。郊外に出ればすぐに見つかりますよ。,1
22362,南翔小龍包(,1
22363,韭菜水餃,1
22364,$@#&%*,1
22365,@#%%^#$@*&#,1
22366,(鹹水角).,1
22367,.?!).,1
22368,'......(,1
22369,#$%#$,1
22370,店内に入って直ぐに出汁のイイ香りが漂ってきて「ここは美味しい！」と確信しました。きつねうどん、カレーうどん、雲丹クリームうどん、天ぷらの盛り合わせを注文しましたが、関西風のお出汁も含めて非常に美味しかった。日本と変わらぬお味にリピ決定,1
22371,之间，唉，生意好就是这样拽，东西也没见多给，这老板还真是会赚钱，本就是面饭之类的材料，上次吃了个番茄面更夸张、连鸡蛋都几乎没见过，一点鸡蛋星儿而已。,1
22372,刚写了差评没有几个小时居然收到这样的,1
22373,，我真的不知道这家老板是什么心态，但如果再发这样的信息辱骂我我真的会告死他们！太可气了,1
22374,(?!?!,1
22375,*+++.,1
22376,花甲,1
22377,?!---,1
22378,[----------],1
22379,"%*"".",1
22380,从来没有这么差的体验过。米线一点味道都没有，像白开水一样。服务员态度奇差，最重要的是，还不单单是对顾客，当着顾客的面他们对自己人也嚷嚷...,1
22381,所有的食客都吃惊的看着...,1
22382,嗯，这一天还是感恩节。,1
22383,#$%$@#@.,1
22384,î),1
22385,ô!!!,1
22386,+)*,1
22387,@@!!!,1
22388,$(?),1
22389,"""""..",1
22390,!??!!).,1
22391,...?!??!,1
22392,...#$&%!,1
22393,İ!,1
22394,有天无意经过，好像不错就上网查了一下，没想到这家特色日本拉面店点评也收录了。它家是多伦多唯一一家分店。总店在美国。,1
22395,系美国人气貌似挺高，多伦多这边感觉一般。刚好下雨天时候过去试了，当下午茶，人不多。但等拉面等了有点久，差不多,1
22396,分钟。汤的话我觉得我还是喜欢猪骨汤，有点点油，烤的椰菜,1
22397,稍微焦了些，但还是挺香的。主角拉面口感还算可以，份量,1
22398,.价钱有点点贵！,1
22399,总体来说，这次探店没什么大惊喜,1
22400,"""+)",1
22401,$#%¥,1
22402,*%#@!,1
22403,(蔥油餅),1
22404,多年的茶饮品牌连锁店之一，,1
22405,分店在,1
22406,内。茶饮店位置不算多，晚上就肯定会多人,1
22407,。除了一般茶饮外，还提供一些台式小吃。奶酱多士有点失水准，卖相看到有少少焦，味道可以。价钱方面，茶饮类算中上价格。适合三五知己聊天,1
22408,!±€£$!,1
22409,"%!],",1
22410,可愛らしい看板と店内。,1
22411,ドーナツも美味しく、普通のコーヒーもあれば、,1
22412,のコーヒーもあります。,1
22413,:-//,1
22414,我今天早上过来拔出我左上的智齿。全程基本无痛也没有什么太多流血，李医生技术十分高超，很快就完成了。这里的员工服务也很热情细心，最后还有个中文的注意事项。所以推荐这个地方，交通也便利，大赞一个！,1
22415,..!!!:),1
22416,;))))((,1
22417,.........!!!!,1
22418,"$!&@?""",1
22419,")***,",1
22420,"-----),",1
22421,麻婆豆腐和辣子鸡是我的最爱。豆腐很嫩，酱料甜辣得当。重庆辣子鸡炸的很酥，火候刚好，也不腻。这家菜量也大，感觉这俩菜完胜匹兹堡其他餐厅的，不知为何还不是很火。店里的厨师应该是四川本地人，做的各种川菜都很正宗。,1
22422,不过有次点过三杯鸡，感觉就比较一般。所以建议新来的朋友可以尝尝川菜系列。,1
22423,市中心伊顿中心对面，门面和地方不算大，爱逛家品店值得离呢度逛下。地下是厨用、宠物类和当季产品，二楼是家具和室内装饰用品。有扶手电梯上，不过落楼就要行楼梯啦。呢间分店时不时有,1
22424,大牌产品打折，所以呢度人气都唔算低，而且又就脚。,1
22425,"?..."",",1
22426,旅游团也别去，坑人。,1
22427,真他妈难吃。,1
22428,#$%##%#,1
22429,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
22430,"$#!+"".",1
22431,"$#!+""",1
22432,"$#!+!!!""",1
22433,:')!,1
22434,"豬肋排好吃不油膩,",1
22435,加點醋醬風味更佳。,1
22436,"炭烤半雞也不賴。小菜不錯,",1
22437,"服務也很貼心,",1
22438,吃不完打包也沒問題哦!,1
22439,好吃推薦哦！,1
22440,??????????????!!!!!,1
22441,@@....,1
22442,"."".........",1
22443,四川涼面,1
22444,&@;!...,1
22445,"...........................................,.,,.,.,,,.,,,,.,,,,,,,..",1
22446,$&!?.,1
22447,這裏有很多不同國家的咖啡豆，即叫即磨特别香濃，桌椅不太多還有點舊，但這不重要，每次都很享受很滿意，如果您問有關咖啡的問題，他們會很有耐性一一作答，若两三個朋友嘆咖啡聊天，是不錯的選擇,1
22448,"$-$$$$,",1
22449,^!,1
22450,!^£!,1
22451,(​,1
22452,​[,1
22453,]​,1
22454,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
22455,"!!!!!!!!!!!!!!!!!!!!!!!!!""",1
22456,-------------/-//,1
22457,~:],1
22458,.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
22459,​'​,1
22460,&​,1
22461,&@*$,1
22462,楊州炒飯，,1
22463,?!$?,1
22464,$:/,1
22465,~~~~),1
22466,"?......""",1
22467,!*!,1
22468,店内で熊と一緒に撮影するスペースがあり、みんな撮っていました。,1
22469,-?$&),1
22470,?!!!?!!,1
22471,&^%$%$##?,1
22472,???)......,1
22473,#$%^&!,1
22474,麻辣水煮肉片,1
22475,$$'.,1
22476,$#@&,1
22477,$#%^@*,1
22478,的牛排，口感很好，還有很多不同的種類選擇，而且收費也很實惠！他們家的起士蛋糕非常好吃，還有還有他們家的餐前麵包是我的最愛！而且員工的服務態度也很親切，讓人感受很舒服，很喜歡來這邊常常用餐。,1
22479,陪朋友系隔离,1
22480,办完事就离左呢度医肚。下午时段人唔多，菜单首页就有午市特餐，几抵食下甘，主食+豆浆或春卷。檬粉系粗的粉，唔错。唯独唔好系碗底好多生芽菜，如果有问要生定熟芽菜会好,1
22481,。因为芽菜系底所以其实份量唔算多。肉的份量,1
22482,"""..."".",1
22483,(!)#$*#_,1
22484,人ー,1
22485,人用のコースを頼みました。本日のスープ、ほうれん草？の炒めたもの、山盛りのロブスター、デザートのスープです。ロブスターは身もしかっかりしていて、味も美味しいですが、,1
22486,個目くらいでお腹がきつくなり、飽きます。食べられる量だけ頼むようにしましょう。,1
22487,$$$$$$$),1
22488,???!???!!?!,1
22489,?!?!???!??!,1
22490,这真的是我最爱最爱的炸鸡排店,1
22491,甩豪大大,1
22492,条街。第一次是在台北吃到这个牌子的鸡排。从此就再没吃比这家更好吃的了。来,1
22493,旅游走在街上意外地发现这家店别提有多惊喜了!真的是,1
22494,还有高颜值的店员小哥哥小姐姐,1
22495,今天是在,1
22496,行程的最后一天,1
22497,夜宵艋舺鸡排配上丸作的奶茶,1
22498,简直是圆满！,1
22499,突然下大雨，匆忙赶去地铁站翻屋企，无逛到呢间,1
22500,",是日离逛，刚好系减价季节，门口大大个",1
22501,字，仲,1
22502,折起,1
22503,.进店内见到好多衫翻到乱晒，减价系甘架啦。不过都减到,1
22504,，好多看中的款式都无码了。不过仍然不少人稳到战利品，排队比钱,1
22505,)))....,1
22506,%#$#,1
22507,?!?!?!?!?!?!!?,1
22508,"*#%^,",1
22509,麻烦敬业一点，刀削面做到了一碗无形状乱七八糟的面糊，可以回到学校重新学习再来赚钱。勿怪。,1
22510,#%!¥,1
22511,&*-,1
22512,(????)....,1
22513,%*#¥,1
22514,!!?!??!,1
22515,$#%+....,1
22516,..:.:,1
22517,予約して行ったけど６時半頃は店内いっぱい。でもすぐにバーカウンターでも良いか？と聞いてくれて空いていたので座れた。期待したほどの味ではなかったけどアメリカらしい店の雰囲気で店員さんみなさん感じの良い人達で行って良かった,1
22518,"冒菜,",1
22519,"=)"".",1
22520,#$%@:,1
22521,.{$,1
22522,-----------------------------------------------­­----,1
22523,----------------------------------------------­­,1
22524,-----------------------------------------------­­--,1
22525,--------------------------------------------­­,1
22526,简易的名字，唔入去都不知原来是另外一个天地。进口处有餐厅，之后就见到五花八门的电子游戏机。餐厅其实占,1
22527,一半的位置，有几间不同的餐厅合拼埋，还有露天座位提供。另一边的电子游戏机各式其式，大人和细路都可以玩到不亦乐乎。比较中意,1
22528,的环境创意，外观是古旧厂房,1
22529,的建筑，内里是电光游戏美食音乐的氛围。感觉系呢度真系可以玩上大半日,1
22530,$^%+,1
22531,É?,1
22532,"""+/-""",1
22533,ē...,1
